id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
4820,F,1.3375,1.0375,0.4375,27.91008275,7.83863675,5.40057975,9.922325,16.0
4821,M,1.525,1.175,0.375,29.1149365,12.88484775,6.25106475,7.7961125,10.0
4822,I,1.15,0.9,0.3,13.45183775,5.96756975,2.45223175,3.5436875,9.0
4823,I,1.025,0.825,0.25,9.808927,4.63514325,2.50893075,2.551455,7.0
4824,M,1.6125,1.25,0.425,32.2333815,14.69921575,7.24329725,9.17106325,10.0
4825,M,1.5625,1.2,0.4125,37.03862175,16.59863225,7.81028725,9.355335,11.0
4826,F,1.1375,0.9375,0.3125,14.8834875,6.13766675,3.24601775,4.3941725,13.0
4827,F,1.6625,1.2875,0.45,40.92250325,18.12950525,8.901743,11.056305,10.0
4828,F,1.6125,1.2625,0.4375,39.16483425,18.01610725,8.4198015,10.77281,14.0
4829,M,1.1875,0.975,0.3375,16.51358375,7.7961125,3.7137845,4.9611625,8.0
4830,F,1.2625,0.9625,0.4125,23.91280325,6.4353365,3.6570855,8.50485,18.0
4831,M,1.45,1.15,0.3875,32.6869735,12.71475075,6.13766675,8.3631025,10.0
4832,M,1.325,1.025,0.4125,20.25571775,5.57067675,4.55009475,7.087375,20.0
4833,M,1.6125,1.225,0.3875,34.0194,15.46465225,7.2291225,9.4970825,11.0
4834,I,1.25,1.0,0.3125,16.782904,7.087375,3.98310475,5.2446575,9.0
4835,I,1.375,1.0875,0.35,22.11261,9.8372765,4.932813,6.9456275,11.0
4836,M,1.55,1.2,0.425,34.529691,16.499409,7.27164675,7.7961125,11.0
4837,F,1.3,1.0125,0.375,19.97222275,9.31281075,3.89805625,5.2446575,8.0
4838,I,0.975,0.7125,0.2375,6.44951125,2.608154,1.43164975,2.26796,7.0
4839,I,0.7375,0.5875,0.1875,3.89805625,1.4458245,0.86465975,1.13398,5.0
4840,F,1.625,1.2625,0.475,35.25260325,16.99552525,10.4609655,10.489315,10.0
4841,F,1.625,1.3125,0.4875,44.43784125,18.427175,7.2858215,16.159215,18.0
4842,F,1.25,0.95,0.35,19.447757,8.2497045,3.89805625,5.5281525,9.0
4843,M,1.275,0.95,0.3625,23.79940525,11.396499,5.40057975,5.2446575,7.0
4844,M,1.525,1.2625,0.3875,30.8726055,14.04717725,5.74077375,9.07184,11.0
4845,M,1.55,1.1,0.4,33.46658475,14.16057525,7.7394135,9.3269855,9.0
4846,F,1.4375,1.125,0.4875,28.3495,10.2908685,5.93922025,8.221355,15.0
4847,I,1.4375,1.125,0.375,28.5479465,14.69921575,5.8116475,7.5126175,10.0
4848,F,1.4125,1.0875,0.35,23.91280325,9.808927,5.14543425,6.9456275,10.0
4849,F,1.625,1.3125,0.3875,37.704835,16.11669075,9.355335,10.9145575,11.0
4850,I,1.075,0.8,0.275,11.2547515,5.62737575,2.778251,2.67902775,6.0
4851,M,1.3125,1.0,0.375,18.5689225,7.04485075,4.6209685,5.2446575,13.0
4852,M,1.3625,1.0375,0.425,28.066005,9.6671795,6.066793,9.07184,13.0
4853,M,1.2625,0.9625,0.3125,15.87572,8.4198015,2.9199985,4.66349275,11.0
4854,F,1.5,1.2,0.4125,32.81454625,14.911837,7.2858215,8.9300925,12.0
4855,F,1.4375,1.125,0.35,26.40755925,11.1413535,6.08096775,8.221355,12.0
4856,F,1.6125,1.25,0.4,32.601925,14.75591475,7.9095105,9.4970825,11.0
4857,F,1.1625,0.8875,0.275,16.40018575,5.8683465,3.288542,4.9611625,14.0
4858,I,0.9,0.675,0.2125,6.8889285,2.90582375,1.190679,1.70097,6.0
4859,I,1.2625,1.0,0.35,18.937466,8.34892775,3.98310475,5.953395,10.0
4860,M,1.5625,1.1875,0.3875,31.638042,11.5382465,6.4353365,10.20582,15.0
4861,F,1.5625,1.225,0.425,34.5013415,13.73533275,5.82582225,11.3398,19.0
4862,I,1.25,0.9875,0.3375,16.782904,6.973977,3.98310475,4.7910655,9.0
4863,M,1.6,1.25,0.4125,33.86347775,14.84096325,7.0023265,9.07184,12.0
4864,I,0.9625,0.7125,0.2,6.13766675,2.6932025,1.77184375,1.984465,6.0
4865,M,1.65,1.2875,0.3875,38.00250475,16.6978555,8.561549,9.4970825,11.0
4866,F,1.65,1.3375,0.45,41.00755175,16.57028275,9.17106325,10.489315,11.0
4867,I,0.975,0.775,0.2625,7.98038425,3.55786225,1.48834875,2.551455,8.0
4868,M,1.4125,1.1,0.4,21.4038725,9.468733,4.252425,7.37087,12.0
4869,I,1.325,1.05,0.325,21.659018,7.0590255,4.5642695,7.087375,19.0
4870,M,1.3,1.0,0.3375,18.14368,7.37087,3.742134,6.23689,12.0
4871,I,0.7,0.525,0.2,3.07592075,1.17650425,0.83631025,0.97805775,5.0
4872,F,1.6625,1.3125,0.4125,38.82464025,17.16562225,9.48290775,10.77281,10.0
4873,F,1.5,1.25,0.4,36.627554,16.612807,8.2497045,8.50485,10.0
4874,F,1.5875,1.2,0.4,31.581343,11.12717875,7.10154975,10.3475675,14.0
4875,F,1.45,1.15,0.375,28.7180435,11.49572225,5.71242425,7.654365,11.0
4876,M,1.6,1.25,0.3875,34.06192425,15.705623,8.37727725,9.07184,12.0
4877,M,1.425,1.1375,0.3875,31.62386725,14.33067225,6.80388,8.788345,10.0
4878,M,1.7625,1.375,0.425,53.4388075,25.0893075,9.6104805,13.324265,17.0
4879,M,1.55,1.25,0.4375,34.6147395,15.52135125,6.2652395,9.922325,10.0
4880,F,1.725,1.3125,0.4625,48.26502375,21.262125,11.26892625,13.99047825,12.0
4881,F,1.625,1.2125,0.4,35.50774875,17.4349425,8.3064035,9.07184,8.0
4882,F,1.6,1.2875,0.475,39.859397,17.33571925,7.52679225,11.4815475,10.0
4883,M,1.1875,0.9125,0.35,21.1203775,9.53960675,4.479221,5.8116475,9.0
4884,M,1.5625,1.2875,0.45,35.19590425,14.685041,8.164656,10.77281,10.0
4885,M,1.5875,1.275,0.4375,48.94541175,17.7184375,9.6104805,16.0174675,18.0
4886,F,1.75,1.375,0.425,43.30386125,20.34076625,10.56018875,11.3398,9.0
4887,I,1.35,1.0625,0.375,22.0275615,11.4248485,4.932813,5.2446575,9.0
4888,I,0.925,0.7,0.2,7.654365,3.2601925,1.11980525,1.644271,6.0
4889,I,1.125,0.8375,0.325,11.850091,5.6699,1.77184375,3.8271825,8.0
4890,M,1.7375,1.35,0.5,47.18774275,21.72989175,9.241937,12.190285,10.0
4891,F,1.55,1.1875,0.3875,32.715323,16.0174675,6.87475375,8.9300925,10.0
4892,I,1.3125,1.0375,0.35,17.84601025,7.01650125,4.0539785,5.8116475,8.0
4893,F,1.375,1.075,0.3875,22.01338675,8.561549,5.2446575,6.520385,9.0
4894,F,1.3125,1.0625,0.375,26.01066625,12.246984,5.046211,6.80388,8.0
4895,M,1.425,1.1375,0.425,33.04134225,18.01610725,6.59125875,6.9456275,9.0
4896,I,1.075,0.8375,0.275,10.3475675,3.96893,2.2963095,3.118445,8.0
4897,M,1.125,0.875,0.2625,12.813974,5.8683465,2.19708625,4.1106775,8.0
4898,M,1.65,1.2875,0.4125,43.0628905,20.48251375,10.36174225,9.7805775,10.0
4899,F,1.3125,1.0625,0.3375,22.8780465,8.2497045,4.86193925,6.47786075,8.0
4900,I,0.9,0.675,0.2375,6.30776375,2.65067825,1.26155275,2.1262125,7.0
4901,I,1.0625,0.8125,0.2875,9.02931575,3.685435,2.0128145,2.83495,8.0
4902,M,0.8875,0.6875,0.2,6.59125875,3.118445,1.51669825,1.984465,7.0
4903,M,0.975,0.725,0.2625,9.4970825,3.58621175,1.99863975,3.288542,9.0
4904,I,0.8375,0.65,0.225,4.06815325,1.54504775,0.66621325,1.304077,6.0
4905,F,1.525,1.2125,0.4375,38.612019,16.839603,7.484268,11.850091,17.0
4906,F,1.575,1.2875,0.425,41.00755175,20.00057225,8.6465975,9.4970825,11.0
4907,I,0.8375,0.6375,0.1875,5.556502,2.45223175,1.14815475,1.417475,6.0
4908,F,1.45,1.0875,0.4125,26.2232875,11.679994,5.54232725,7.7961125,18.0
4909,M,1.525,1.175,0.4375,30.730858,14.04717725,6.42116175,8.618248,9.0
4910,I,1.025,0.775,0.2875,8.3064035,3.50116325,2.324659,2.6932025,7.0
4911,M,1.4375,1.1625,0.4,31.62386725,15.97494325,6.08096775,9.39785925,11.0
4912,M,1.7375,1.3625,0.4625,53.99162275,26.2799865,10.4609655,12.8990225,13.0
4913,M,1.4625,1.1125,0.4125,29.8520235,12.3320325,5.57067675,9.4970825,16.0
4914,I,0.9375,0.6875,0.2375,6.95980225,2.948348,1.51669825,1.984465,7.0
4915,I,1.3125,1.0,0.3125,16.9813505,6.5487345,4.0539785,5.0178615,8.0
4916,M,1.525,1.2,0.3875,34.8415355,14.18892475,8.97261675,9.4970825,12.0
4917,M,1.2625,1.0,0.35,21.829115,9.241937,4.9044635,6.520385,10.0
4918,I,0.925,0.6875,0.2125,6.30776375,2.7499015,1.31825175,2.1262125,6.0
4919,F,1.225,0.925,0.3375,16.34348675,7.52679225,2.90582375,5.20213325,10.0
4920,I,0.8375,0.65,0.2125,5.1312595,1.70097,1.077281,1.417475,5.0
4921,F,1.6,1.25,0.4125,38.00250475,17.93105875,8.391452,9.355335,11.0
4922,F,1.5,1.1875,0.425,27.1304715,11.8784405,6.690482,7.5126175,9.0
4923,M,1.8125,1.4375,0.5625,58.6551155,21.67319275,11.5949455,17.0097,16.0
4924,M,1.2625,0.95,0.3625,27.93843225,13.380964,6.13766675,4.819415,9.0
4925,I,1.125,0.8,0.2875,12.6722265,6.02426875,2.608154,3.3735905,7.0
4926,M,1.525,1.125,0.375,32.95629375,14.04717725,6.08096775,7.767763,10.0
4927,M,1.325,1.025,0.325,21.8007655,9.87980075,3.9405805,5.953395,10.0
4928,M,1.6625,1.2875,0.3875,39.13648475,19.1359125,8.448151,8.9300925,10.0
4929,F,1.3875,1.0875,0.375,24.39474475,11.679994,4.8477645,7.2291225,10.0
4930,I,1.3125,1.0,0.3625,16.9813505,7.78193775,4.1106775,5.03203625,11.0
4931,F,1.525,1.175,0.45,35.19590425,14.84096325,7.89533575,10.20582,16.0
4932,F,1.6625,1.35,0.3875,40.33007825,17.13727275,8.3064035,10.77281,10.0
4933,I,1.15,0.8875,0.2875,13.25339125,6.7188315,2.721552,3.2601925,7.0
4934,F,1.5625,1.25,0.4125,32.50270175,14.84096325,7.7961125,9.7805775,12.0
4935,M,1.125,0.8375,0.3375,12.0485375,6.50621025,3.01922175,3.2601925,11.0
4936,F,1.45,1.125,0.3875,27.14464625,13.99047825,5.59902625,7.12989925,8.0
4937,M,1.5125,1.25,0.4125,35.096681,15.3937785,8.85921875,9.4970825,9.0
4938,M,1.2875,0.9625,0.3625,17.44911725,7.200773,3.18931875,6.6621325,12.0
4939,F,1.325,1.025,0.35,21.885814,8.83086925,4.479221,7.2291225,13.0
4940,F,1.5625,1.2625,0.4125,37.40716525,16.5277585,7.3425205,9.19941275,9.0
4941,M,1.4375,1.1375,0.375,27.5273645,11.963489,6.7755305,8.0796075,11.0
4942,M,1.7125,1.35,0.4625,46.42230625,23.31746375,7.1157245,12.757275,13.0
4943,I,1.3125,1.1,0.35,23.3883375,11.07047975,4.479221,5.6699,9.0
4944,M,1.4375,1.125,0.3625,26.3933845,12.927372,5.99591925,7.2291225,9.0
4945,M,0.9125,0.6625,0.225,6.27941425,2.7499015,1.3891255,1.70097,11.0
4946,M,1.3125,1.075,0.3625,23.79940525,10.546014,4.252425,6.80388,11.0
4947,I,1.2875,0.975,0.3125,15.762322,6.67630725,3.58621175,4.252425,7.0
4948,M,1.45,1.15,0.3875,28.76056775,10.75863525,5.96756975,9.922325,16.0
4949,I,1.2,0.975,0.3375,16.896302,6.98815175,3.58621175,5.6699,8.0
4950,F,1.7625,1.4,0.45,43.21881275,19.6462035,11.49572225,11.623295,10.0
4951,M,1.1,0.85,0.3,11.509897,4.8477645,2.2963095,3.685435,9.0
4952,I,0.6375,0.4875,0.175,2.08368825,0.97805775,0.43941725,0.7087375,6.0
4953,I,0.7,0.5125,0.175,2.2963095,0.94970825,0.56699,0.9922325,5.0
4954,I,0.9,0.675,0.2125,5.5281525,2.211261,1.3324265,1.8427175,6.0
4955,M,1.6125,1.275,0.5,39.13648475,19.1359125,8.60407325,10.61688775,11.0
4956,F,1.675,1.3125,0.45,40.83745475,18.75319425,9.31281075,10.6310625,8.0
4957,M,0.3875,0.325,0.1125,0.907184,0.29766975,0.226796,0.226796,5.0
4958,I,0.725,0.5625,0.2125,3.96893,1.51669825,0.66621325,1.2757275,7.0
4959,I,0.6375,0.4875,0.175,2.48058125,0.97805775,0.510291,0.7087375,5.0
4960,F,1.2125,0.9375,0.3,15.5071765,6.16601625,3.0333965,4.819415,11.0
4961,F,1.45,1.125,0.3875,24.20309575,10.73028575,4.309124,7.37087,11.0
4962,M,1.3875,1.1,0.35,21.50309575,9.2135875,5.896696,5.386405,9.0
4963,F,1.3125,1.0375,0.375,21.27629975,9.48290775,4.3374735,5.953395,9.0
4964,F,1.4375,1.0875,0.4375,27.9242575,12.3320325,6.67630725,8.50485,12.0
4965,M,1.1,0.8625,0.3,10.4609655,4.7910655,2.2396105,2.83495,8.0
4966,F,1.2125,0.8875,0.2875,16.386011,6.73300625,5.0178615,3.96893,8.0
4967,F,1.625,1.2375,0.3875,36.7693015,15.762322,8.3064035,10.489315,13.0
4968,I,0.475,0.325,0.1125,0.77961125,0.2551455,0.226796,0.2551455,4.0
4969,M,1.625,1.3125,0.4625,45.92619,14.04717725,8.845044,13.60776,16.0
4970,M,1.275,0.9875,0.2875,15.03940975,6.350288,3.55786225,4.53592,8.0
4971,M,1.5625,1.1625,0.4375,32.41765325,14.855138,6.7755305,9.07184,10.0
4972,M,1.45,1.15,0.5625,29.44095575,14.13222575,6.8322295,8.46232575,13.0
4973,M,1.475,1.1625,0.3625,28.803092,14.514944,5.6699,7.5126175,10.0
4974,F,1.2125,0.9375,0.2875,13.664459,5.953395,3.04757125,4.1106775,7.0
4975,M,1.425,1.1125,0.4,25.41532675,11.15552825,5.20213325,6.9456275,11.0
4976,M,1.3,1.025,0.375,20.70930975,9.48290775,4.63514325,7.2291225,9.0
4977,M,1.2875,0.9875,0.3125,18.44134975,8.29222875,4.66349275,5.2446575,9.0
4978,M,1.525,1.175,0.35,27.00289875,12.00601325,6.22271525,7.7961125,9.0
4979,I,1.375,1.0625,0.3875,19.43358225,9.87980075,4.706017,7.2291225,9.0
4980,I,1.4125,1.0375,0.325,20.3265915,9.525432,4.77689075,6.80388,9.0
4981,I,0.925,0.725,0.25,6.30776375,3.35941575,1.28990225,2.08368825,7.0
4982,F,1.375,1.1,0.375,21.36134825,7.9095105,3.6003865,6.6621325,9.0
4983,I,1.4,1.125,0.375,23.88445375,10.19164525,4.422522,6.3786375,9.0
4984,I,0.975,0.7375,0.225,8.09378225,3.89805625,1.63009625,2.26796,7.0
4985,F,1.55,1.2125,0.3875,28.76056775,13.19669225,5.74077375,9.1001895,13.0
4986,M,1.4,1.1,0.4125,25.51455,11.12717875,5.216308,7.2291225,8.0
4987,F,1.375,1.125,0.4125,31.75144,9.6671795,6.56290925,9.7805775,14.0
4988,M,1.8,1.425,0.4875,51.95045875,23.40251225,10.56018875,13.891255,12.0
4989,F,1.2625,0.9875,0.4625,21.092028,5.59902625,4.89028875,8.0796075,9.0
4990,M,1.2125,0.8875,0.375,13.437663,5.499803,2.83495,4.9611625,10.0
4991,I,0.8375,0.625,0.175,4.819415,1.85689225,1.190679,1.3891255,6.0
4992,F,1.5375,1.1375,0.425,27.669112,9.2135875,6.98815175,8.3631025,9.0
4993,I,0.9375,0.6875,0.2125,6.30776375,2.7499015,1.34660125,2.26796,6.0
4994,F,1.5625,1.2375,0.4625,36.27318525,16.3576615,9.808927,10.0640725,10.0
4995,F,1.3375,1.0875,0.4125,20.79435825,9.412034,3.95475525,5.10291,8.0
4996,I,1.1,0.9,0.275,12.94154675,5.96756975,2.6932025,3.8271825,8.0
4997,F,1.2625,1.0,0.3875,26.43590875,13.60776,6.0951425,6.7755305,11.0
4998,F,1.65,1.2625,0.4375,41.730464,17.78931125,9.015141,11.90679,11.0
4999,I,0.6375,0.4625,0.2125,2.721552,1.14815475,0.63786375,0.5953395,14.0
5000,F,1.4875,1.175,0.375,32.16250775,13.9763035,6.30776375,11.623295,10.0
5001,I,1.1,0.8625,0.3,12.417081,6.13766675,2.721552,3.5436875,7.0
5002,I,0.8875,0.625,0.225,6.1518415,2.721552,1.417475,1.644271,7.0
5003,I,0.9,0.7375,0.225,7.144074,3.04757125,1.17650425,2.11203775,9.0
5004,M,1.5875,1.2875,0.4125,37.74735925,15.94659375,8.278054,9.02931575,11.0
5005,I,0.875,0.625,0.225,8.12213175,3.33106625,1.814368,2.11203775,6.0
5006,I,1.125,0.9125,0.3,14.35902175,5.443104,2.948348,4.252425,10.0
5007,I,0.9125,0.6625,0.2125,5.0745605,1.5592225,1.14815475,1.70097,9.0
5008,F,1.25,1.025,0.325,18.18620425,7.314171,3.7704835,5.8116475,10.0
5009,I,0.7125,0.525,0.2,3.04757125,1.34660125,0.72291225,0.9355335,5.0
5010,F,1.575,1.225,0.4375,31.2694985,14.118051,7.3425205,10.0640725,11.0
5011,M,1.475,1.1875,0.35,31.581343,14.6566915,6.73300625,7.087375,10.0
5012,M,1.5125,1.1875,0.4375,31.18445,15.19164525,7.200773,8.0796075,9.0
5013,I,0.725,0.5375,0.225,3.64291075,2.19708625,0.623689,0.9355335,6.0
5014,F,1.4125,1.1125,0.35,26.09571475,11.396499,4.479221,7.37087,9.0
5015,I,0.9875,0.725,0.25,7.78193775,3.1467945,1.51669825,2.211261,6.0
5016,M,1.3875,1.0125,0.375,20.638436,7.24329725,4.63514325,7.087375,10.0
5017,I,1.1,0.8375,0.275,9.752228,4.94698775,2.48058125,2.76407625,8.0
5018,M,1.375,1.075,0.375,24.79163775,10.8011595,5.34388075,7.5126175,9.0
5019,M,1.2375,0.9875,0.35,17.95940825,8.74582075,3.6003865,5.386405,9.0
5020,M,1.375,1.0625,0.45,20.638436,8.77417025,4.8477645,6.80388,15.0
5021,M,1.1625,0.9375,0.35,13.4660125,5.443104,2.93417325,4.9611625,9.0
5022,M,1.4,1.125,0.3375,23.88445375,9.2135875,5.59902625,6.9456275,11.0
5023,M,1.4625,1.1,0.4125,24.607366,9.31281075,5.8683465,6.80388,14.0
5024,M,1.5875,1.2,0.3875,36.38658325,17.61921425,9.76640275,8.77417025,8.0
5025,F,1.4375,1.1625,0.425,24.50814275,10.56018875,6.16601625,6.80388,10.0
5026,M,1.45,1.125,0.3375,23.530085,10.375917,4.86193925,7.35669525,11.0
5027,F,1.3,1.025,0.325,19.447757,8.32057825,3.8838815,5.329706,12.0
5028,M,1.625,1.2875,0.4125,35.76289425,14.061352,8.20718025,9.922325,11.0
5029,M,1.425,1.175,0.3875,26.875326,11.15552825,5.62737575,8.0796075,11.0
5030,F,1.45,1.1875,0.3875,27.08794725,12.6722265,4.649318,7.61184075,10.0
5031,M,1.575,1.25,0.475,32.545226,13.721158,7.15824875,9.922325,10.0
5032,M,1.6375,1.2625,0.3875,38.51279575,17.4349425,8.901743,9.7805775,11.0
5033,F,1.65,1.2375,0.4375,38.70347475,14.571643,8.57572375,11.056305,14.0
5034,M,1.525,1.2,0.375,32.0065855,14.6566915,6.80388,8.74582075,10.0
5035,I,0.925,0.725,0.3125,7.10154975,3.04757125,1.587572,2.36718325,10.0
5036,F,1.55,1.2375,0.4,35.62114675,13.53688625,7.07320025,10.489315,14.0
5037,M,1.5125,1.225,0.3875,31.581343,13.60776,6.22271525,9.7805775,15.0
5038,I,1.325,1.025,0.325,21.64484325,10.61688775,4.3941725,5.8116475,8.0
5039,F,1.125,0.825,0.2875,13.0124205,5.329706,3.30271675,3.40194,10.0
5040,I,0.775,0.5875,0.2375,4.86193925,1.8427175,0.92135875,1.2757275,6.0
5041,I,1.2375,0.9375,0.2875,13.36678925,6.633783,2.65067825,4.53592,7.0
5042,M,1.425,1.2,0.4125,32.88542,15.705623,7.38504475,8.50485,11.0
5043,M,1.5125,1.125,0.375,25.10348225,11.15552825,4.9611625,6.010094,11.0
5044,M,1.55,1.225,0.45,33.0271675,15.46465225,8.0229085,8.9300925,9.0
5045,F,1.625,1.25,0.425,38.22930075,17.8885345,9.015141,11.056305,12.0
5046,F,1.4875,1.15,0.4,29.10076175,11.49572225,6.87475375,8.6465975,17.0
5047,I,1.45,1.075,0.3875,23.3883375,10.44679075,5.386405,5.8116475,13.0
5048,I,1.0375,0.8125,0.2875,9.63883,4.0539785,2.08368825,2.9766975,9.0
5049,F,1.525,1.225,0.4,31.18445,11.9918385,6.2085405,9.4970825,11.0
5050,I,1.4125,1.075,0.375,23.019794,9.8372765,5.0745605,6.80388,11.0
5051,I,0.825,0.5625,0.1875,3.4302895,1.65844575,0.80796075,1.13398,8.0
5052,F,1.2875,1.0,0.425,16.9246515,6.47786075,3.38776525,6.3786375,22.0
5053,I,0.9125,0.6625,0.2,6.39281225,2.90582375,1.43164975,1.984465,6.0
5054,I,1.1125,0.875,0.275,11.43902325,5.06038575,2.8066005,3.96893,11.0
5055,M,1.3,1.0,0.3625,17.30736975,7.37087,4.1673765,5.046211,10.0
5056,M,1.4375,1.125,0.3375,23.79940525,10.6877615,5.40057975,6.747181,11.0
5057,F,1.7,1.3,0.4875,45.91201525,17.8885345,9.11436425,12.3320325,16.0
5058,M,1.2875,0.95,0.325,16.34348675,6.9456275,3.78465825,5.5281525,15.0
5059,F,1.7125,1.35,0.4625,44.338618,18.9091165,10.77281,11.3398,10.0
5060,F,1.3125,1.0,0.375,19.4761065,9.2135875,3.81300775,5.2446575,8.0
5061,I,1.4625,1.125,0.375,22.11261,9.42620875,5.20213325,6.80388,9.0
5062,M,1.4875,1.1875,0.375,31.3261975,15.081934,6.3786375,7.654365,10.0
5063,M,1.425,1.0875,0.3375,20.19901875,9.53960675,4.819415,5.2446575,9.0
5064,F,1.6125,1.25,0.4,36.85435,17.1514475,8.5898985,9.7805775,12.0
5065,M,1.175,0.8875,0.3125,14.07552675,6.16601625,3.0900955,4.819415,11.0
5066,I,1.0,0.775,0.275,8.901743,3.89805625,2.11203775,2.83495,8.0
5067,I,1.25,0.95,0.3375,14.118051,6.67630725,3.572037,4.3941725,9.0
5068,F,1.7125,1.35,0.4375,49.85259575,20.241543,9.015141,13.60776,13.0
5069,F,1.4375,1.125,0.4,26.32251075,9.3269855,6.7188315,8.50485,13.0
5070,F,1.7,1.3,0.475,41.4186195,17.179797,8.46232575,11.1980525,12.0
5071,M,1.625,1.3125,0.425,40.66735775,18.3421265,8.80251975,11.3398,11.0
5072,I,1.3,1.0,0.325,18.83824275,8.63242275,4.592619,5.2446575,8.0
5073,M,1.3125,1.0625,0.35,24.720764,8.77417025,5.06038575,7.07320025,14.0
5074,I,0.375,0.25,0.125,0.66621325,0.226796,0.09922325,0.226796,4.0
5075,F,1.625,1.275,0.4875,36.27318525,16.9246515,8.40562675,10.0640725,12.0
5076,I,0.85,0.625,0.225,5.5848515,2.16873675,1.14815475,1.5592225,7.0
5077,M,1.2625,1.05,0.375,20.93610575,8.74582075,4.479221,6.3786375,10.0
5078,I,1.3125,1.0,0.35,15.3937785,6.5487345,2.99087225,5.54232725,9.0
5079,F,1.45,1.2,0.3875,29.7386255,13.02659525,6.5487345,8.26387925,10.0
5080,F,1.65,1.2875,0.5375,47.230267,21.36134825,10.19164525,11.1980525,10.0
5081,M,1.5625,1.175,0.4,33.8776525,13.67863375,6.0951425,10.0640725,10.0
5082,F,1.725,1.3625,0.5375,49.34230475,22.80717275,11.5382465,16.159215,10.0
5083,M,1.5125,1.2125,0.4,34.7848365,17.19397175,6.633783,8.60407325,11.0
5084,M,1.4,1.125,0.4,25.117657,8.88756825,5.0745605,7.9095105,19.0
5085,M,1.3125,1.0,0.3625,20.28406725,7.78193775,4.60679375,6.6621325,14.0
5086,M,1.5125,1.1875,0.3875,27.839209,13.99047825,6.2652395,7.5126175,11.0
5087,F,1.375,1.0875,0.3375,20.28406725,9.979024,3.72795925,6.23689,9.0
5088,I,1.0375,0.7875,0.2375,9.412034,3.798833,1.74349425,2.4097075,8.0
5089,I,1.2,0.8875,0.3125,15.5071765,6.2652395,3.61456125,3.685435,8.0
5090,I,1.05,0.8,0.275,9.25611175,4.53592,2.22543575,2.9766975,6.0
5091,F,1.6875,1.3625,0.475,44.21104525,20.70930975,10.262519,11.1980525,10.0
5092,M,1.575,1.2125,0.4375,34.302895,15.35125425,7.427569,9.2135875,10.0
5093,F,1.8,1.4375,0.4625,47.58463575,18.086981,10.75863525,14.2030995,15.0
5094,F,1.4,1.075,0.3625,22.55202725,9.525432,4.60679375,7.35669525,9.0
5095,M,1.55,1.1875,0.4375,29.0582375,14.04717725,6.73300625,7.86698625,9.0
5096,I,1.0,0.7625,0.2625,8.63242275,3.69960975,1.7293195,2.9766975,8.0
5097,F,1.1625,0.9,0.3,14.2030995,6.36446275,2.8632995,4.252425,8.0
5098,I,0.925,0.6875,0.2375,6.42116175,2.948348,1.57339725,1.984465,7.0
5099,F,1.2125,0.925,0.325,14.81261375,6.123492,2.70737725,3.8271825,10.0
5100,M,1.3,1.0125,0.3375,21.67319275,9.56795625,4.8477645,5.6982495,9.0
5101,F,1.5875,1.275,0.4,37.52056325,16.51358375,7.257472,10.0640725,11.0
5102,M,1.6125,1.3125,0.4375,50.766187,19.37688325,9.525432,12.3320325,12.0
5103,F,1.775,1.4125,0.4625,51.5110415,23.5584345,10.67358675,13.891255,10.0
5104,M,1.125,0.875,0.275,12.99824575,4.9611625,2.42388225,4.6776675,10.0
5105,M,1.525,1.2,0.4375,29.9087225,12.984071,6.56290925,8.9300925,11.0
5106,F,1.2625,0.95,0.3125,16.42853525,7.3425205,3.345241,4.9611625,9.0
5107,M,1.6,1.25,0.5,42.354153,17.61921425,8.674947,11.1980525,14.0
5108,I,1.175,0.9375,0.25,14.571643,6.066793,2.948348,4.53592,7.0
5109,M,1.5375,1.2,0.375,31.6096925,11.4248485,6.7188315,9.355335,13.0
5110,I,0.9625,0.7,0.2375,6.917278,2.891649,1.54504775,1.984465,7.0
5111,M,1.3875,1.075,0.4125,24.7491135,9.08601475,5.839997,6.9456275,10.0
5112,M,1.4625,1.1375,0.425,29.21415975,11.26892625,7.07320025,8.0229085,13.0
5113,I,1.1125,0.8,0.3,11.8217415,5.91087075,2.83495,3.685435,7.0
5114,F,1.5625,1.3,0.4375,37.23706825,16.96717575,7.540967,11.01378075,11.0
5115,F,1.6375,1.325,0.475,40.483086,17.78931125,8.8166945,11.623295,12.0
5116,M,1.525,1.225,0.425,32.2900805,14.92601175,7.64019025,8.6465975,11.0
5117,I,1.1,0.85,0.3125,11.89261525,5.1312595,2.5798045,3.5436875,6.0
5118,I,0.7875,0.575,0.2125,3.55786225,1.5592225,0.75126175,1.1056305,10.0
5119,I,1.175,0.925,0.2875,14.38737125,7.087375,2.608154,3.685435,8.0
5120,I,1.375,1.075,0.375,19.3060095,7.86698625,4.3941725,6.80388,13.0
5121,F,1.425,1.175,0.4125,34.40211825,15.03940975,6.13766675,8.9300925,14.0
5122,I,0.6625,0.5125,0.175,2.99087225,14.0330025,0.5386405,0.9922325,6.0
5123,M,1.4625,1.15,0.4,32.02076025,16.3009625,7.5693165,8.50485,11.0
5124,I,1.0625,0.825,0.275,10.41844125,4.6209685,2.324659,2.6932025,7.0
5125,M,1.775,1.425,0.4375,53.84987525,25.8830935,10.56018875,13.834556,12.0
5126,I,1.15,0.875,0.275,12.68640125,5.71242425,2.70737725,3.685435,7.0
5127,F,1.425,1.0375,0.3625,24.7491135,10.8578585,5.40057975,7.654365,9.0
